plant,disease,area_m2,severity,lat,lon,date
Potato,Late Blight,3485,0.58,-1.446,-78.6161,2026-02-05
Tomato,Spider Mites,4523,0.12,0.0948,-76.856,2025-07-04
Potato,Late Blight,3932,0.64,-1.0278,-78.6715,2025-06-19
Potato,Common Scab,897,0.68,0.5909,-77.8219,2026-01-24
Tomato,Spider Mites,3820,0.35,-0.5335,-77.1371,2025-05-14
Tomato,Spider Mites,4544,0.15,-0.9094,-79.5628,2025-09-28
Tomato,Leaf Mold,4549,0.79,0.3956,-78.2468,2025-09-06
Potato,Late Blight,2975,0.27,-2.4505,-77.8203,2025-10-07
Tomato,Target Spot,4017,0.42,-4.1091,-79.2768,2025-11-03
Potato,Late Blight,1033,0.52,-1.0295,-79.3932,2025-10-15
Potato,Late Blight,209,0.54,-0.9069,-78.664,2026-01-22
Potato,Common Scab,389,0.15,-0.8772,-79.4481,2025-06-06
Potato,Common Scab,2525,0.45,-0.0992,-78.2791,2026-01-18
Tomato,Spider Mites,3218,0.74,0.5551,-78.1116,2025-06-11
Potato,Early Blight,4090,0.96,-2.94,-78.768,2025-08-17
Tomato,Target Spot,1859,0.4,-2.1901,-77.9045,2025-11-28
Potato,Common Scab,3661,0.33,-2.16,-78.1822,2025-04-18
Tomato,Target Spot,3060,0.81,-1.5487,-78.6163,2025-06-13
Potato,Common Scab,4794,0.13,0.3328,-78.1193,2025-08-21
Tomato,Leaf Mold,519,0.11,-0.2505,-77.0199,2025-04-26
Potato,Black Scurf,1212,0.33,-1.7752,-78.6581,2025-08-02
Potato,Early Blight,1497,0.75,-1.5167,-78.1695,2026-02-08
Potato,Common Scab,523,0.17,0.3156,-77.938,2025-06-15
Potato,Early Blight,4792,0.8,-0.1097,-78.5157,2025-09-16
Tomato,Septoria Leaf Spot,139,0.41,-1.014,-79.6516,2025-05-23
Potato,Late Blight,4850,0.51,-4.1263,-79.2269,2025-04-10
Tomato,Septoria Leaf Spot,2231,0.67,0.3465,-78.2119,2025-06-25
Potato,Late Blight,1987,0.27,0.068,-76.9432,2026-03-06
Tomato,Septoria Leaf Spot,3417,0.38,-2.2302,-78.2502,2025-11-24
Tomato,Septoria Leaf Spot,1913,0.58,-1.0788,-79.3817,2026-03-16
Potato,Common Scab,3408,0.99,-2.7953,-79.1531,2025-11-24
Tomato,Leaf Mold,4891,0.38,-1.7162,-78.4416,2025-07-18
Potato,Common Scab,1180,0.62,-1.7264,-78.5187,2025-06-23
Potato,Black Scurf,1866,0.99,0.3417,-77.9511,2025-10-31
Tomato,Spider Mites,1925,0.81,-1.6126,-78.7338,2025-09-19
Potato,Black Scurf,4050,0.73,0.1138,-78.1469,2025-05-10
Potato,Late Blight,4083,0.48,-1.4747,-78.013,2025-10-28
Potato,Early Blight,693,0.51,0.3307,-78.2928,2025-10-05
Potato,Black Scurf,4637,0.74,-1.1907,-80.3817,2025-10-05
Potato,Late Blight,1974,0.42,0.0785,-76.8216,2026-01-02
Tomato,Late Blight,1648,0.58,-1.1622,-80.2581,2026-01-27
Tomato,Bacterial Spot,431,0.37,-1.2584,-77.9174,2025-03-29
Tomato,Leaf Mold,2407,0.91,-0.5108,-78.4591,2026-02-27
Tomato,Bacterial Spot,4422,0.17,-1.5217,-78.1736,2025-06-14
Tomato,Septoria Leaf Spot,2985,0.4,-2.1941,-79.8761,2025-04-04
Potato,Common Scab,3247,0.56,-1.4856,-77.8804,2026-01-20
Potato,Early Blight,3419,0.46,-1.299,-78.5281,2026-02-18
Potato,Early Blight,2188,0.53,-1.1883,-80.2896,2025-06-09
Tomato,Septoria Leaf Spot,1715,0.68,0.3211,-77.9773,2026-02-11
Potato,Late Blight,2349,0.75,-4.2342,-78.989,2026-01-18
Potato,Early Blight,85,0.26,-1.0837,-78.7127,2026-01-03
Tomato,Yellow Leaf Curl Virus,109,0.44,-4.2844,-79.0603,2025-09-26
Potato,Early Blight,450,0.78,-0.4906,-77.0249,2025-12-08
Tomato,Leaf Mold,3240,0.83,-4.2348,-79.2622,2025-06-12
Potato,Common Scab,3691,0.84,-1.6254,-78.6575,2025-11-07
Tomato,Yellow Leaf Curl Virus,2601,0.62,-1.3451,-79.5063,2025-08-11
Potato,Late Blight,96,0.52,0.0392,-76.8233,2025-11-14
Potato,Black Scurf,2591,0.22,-0.8497,-78.8283,2025-05-13
Tomato,Leaf Mold,2940,0.64,-2.2378,-78.0452,2025-08-07
Potato,Late Blight,1165,0.95,-0.9458,-79.4732,2025-09-15
Tomato,Late Blight,463,0.13,-1.5427,-78.1583,2026-01-12
Tomato,Leaf Mold,1911,0.62,-2.2838,-78.0473,2025-12-17
Tomato,Late Blight,2017,0.88,-1.3204,-78.2415,2025-10-18
Potato,Late Blight,171,0.57,-0.2625,-78.4696,2025-07-20
Tomato,Bacterial Spot,795,0.91,-1.8171,-78.658,2025-06-13
Potato,Black Scurf,3957,0.72,-2.3753,-78.1453,2025-10-15
Potato,Early Blight,824,0.45,-1.032,-77.6714,2025-12-30
Potato,Early Blight,1431,0.43,-3.0385,-79.0351,2025-12-31
Tomato,Target Spot,4647,0.43,-4.0467,-79.0718,2025-09-02
Potato,Common Scab,3545,0.53,-1.027,-78.5126,2026-02-23
Tomato,Bacterial Spot,994,0.6,-2.9878,-79.1529,2025-11-01
Potato,Black Scurf,189,0.67,-1.3782,-77.9408,2025-05-14
Potato,Black Scurf,715,0.74,-0.1464,-78.5941,2025-11-09
Tomato,Late Blight,4063,0.18,-4.0469,-79.1864,2026-02-22
Tomato,Septoria Leaf Spot,4883,0.98,0.3064,-78.2551,2025-09-13
Potato,Late Blight,699,0.36,-1.1987,-78.0097,2025-04-02
Tomato,Bacterial Spot,1661,0.91,-1.5736,-78.5634,2025-04-12
Potato,Late Blight,2117,0.57,-1.2549,-78.3546,2025-06-26
Potato,Black Scurf,1638,0.7,-2.2736,-79.6335,2025-11-06
Tomato,Spider Mites,1076,0.71,-0.9839,-79.4362,2025-10-10
Potato,Late Blight,3028,0.66,0.2274,-77.1205,2025-04-10
Tomato,Yellow Leaf Curl Virus,1188,0.41,-0.6112,-76.9125,2025-11-20
Tomato,Spider Mites,3182,0.69,-4.1267,-79.3373,2025-10-23
Potato,Late Blight,3449,0.35,-1.1787,-78.818,2025-08-30
Potato,Early Blight,77,0.69,-3.9523,-79.3826,2025-04-24
Potato,Late Blight,1410,0.71,-0.8392,-80.095,2026-01-12
Tomato,Target Spot,2592,0.49,-2.1204,-79.9539,2025-05-30
Potato,Common Scab,2911,0.31,-1.0283,-77.7624,2025-09-05
Tomato,Leaf Mold,644,0.6,-1.6971,-78.5741,2025-07-30
Tomato,Yellow Leaf Curl Virus,4202,0.9,0.1256,-76.756,2026-01-15
Potato,Late Blight,470,0.33,-0.2656,-78.4931,2025-03-29
Tomato,Bacterial Spot,1837,0.28,-0.6956,-78.5386,2026-01-07
Potato,Common Scab,4138,0.78,0.4976,-78.1549,2026-01-17
Potato,Black Scurf,1133,0.92,-3.0103,-78.973,2025-04-25
Potato,Late Blight,4515,0.29,-1.4115,-78.4812,2025-05-28
Tomato,Bacterial Spot,2128,0.54,-1.079,-79.4442,2025-07-17
Tomato,Septoria Leaf Spot,2844,0.41,-3.7502,-79.33,2025-07-13
Tomato,Target Spot,4689,0.15,-2.1765,-79.7508,2025-05-21
Tomato,Bacterial Spot,129,0.24,-0.9352,-79.564,2025-05-31
Tomato,Target Spot,895,0.68,-1.8999,-78.636,2026-02-25
Potato,Black Scurf,3083,0.94,-2.2968,-79.8837,2025-08-25
Potato,Black Scurf,3911,0.49,-2.7954,-79.2249,2025-09-21
Potato,Common Scab,4370,0.65,0.3316,-77.9808,2026-03-07
Tomato,Bacterial Spot,3272,0.53,-0.2113,-77.0064,2025-07-07
Potato,Black Scurf,1417,0.98,0.4818,-78.1844,2025-07-01
Potato,Black Scurf,3492,0.32,0.4293,-78.128,2025-11-11
Potato,Late Blight,445,0.93,0.1478,-76.941,2025-07-26
Tomato,Septoria Leaf Spot,3279,0.22,-0.2406,-78.5389,2026-03-11
Tomato,Bacterial Spot,1986,0.42,-1.309,-77.8152,2025-09-03
Tomato,Target Spot,3895,0.73,-0.3883,-78.4355,2025-04-25
Potato,Late Blight,1340,0.15,-0.9054,-77.6286,2025-04-04
Tomato,Spider Mites,4418,0.68,-1.4929,-78.625,2026-01-02
Potato,Early Blight,2786,0.63,-0.076,-76.7448,2025-07-05
Potato,Early Blight,3110,0.41,-2.745,-79.0492,2025-05-12
Tomato,Target Spot,2680,0.5,-1.2778,-78.6884,2026-02-09
Tomato,Yellow Leaf Curl Virus,3125,0.98,-4.0291,-79.291,2026-01-04
Potato,Late Blight,1132,0.83,0.0472,-78.5448,2025-11-21
Potato,Black Scurf,4065,0.34,-1.0785,-80.3031,2025-11-22
Potato,Late Blight,3627,0.22,-2.3421,-78.1513,2026-02-04
Potato,Early Blight,339,0.91,-3.0001,-79.2485,2025-09-05
Tomato,Septoria Leaf Spot,107,0.47,-1.036,-79.4901,2025-05-26
Tomato,Bacterial Spot,2987,0.45,-0.6429,-76.8524,2025-07-29
Potato,Black Scurf,821,0.25,-2.1928,-78.0018,2025-08-30
Potato,Early Blight,2877,0.25,-2.2191,-77.9909,2025-04-01
Tomato,Target Spot,2530,0.71,0.1555,-78.1343,2025-11-04
Tomato,Leaf Mold,4105,0.61,-3.0716,-79.0222,2025-11-04
Tomato,Yellow Leaf Curl Virus,877,0.16,-0.8939,-77.91,2025-11-01
Tomato,Spider Mites,4449,0.72,-2.1014,-79.8572,2025-11-24
Potato,Black Scurf,3556,0.63,-0.9522,-80.0395,2025-03-29
Tomato,Yellow Leaf Curl Virus,454,0.56,-0.5235,-76.833,2025-12-11
Tomato,Leaf Mold,679,0.52,-0.9374,-79.4643,2025-07-06
Potato,Black Scurf,2276,0.73,-0.2327,-78.4934,2025-12-31
Potato,Early Blight,406,0.62,-1.0907,-79.4796,2026-01-06
Tomato,Septoria Leaf Spot,2547,0.29,-2.4191,-79.6911,2025-05-03
Potato,Common Scab,2265,0.26,-0.9409,-78.6533,2026-01-16
Tomato,Target Spot,2830,0.38,-2.1186,-79.6839,2026-01-12
Potato,Early Blight,4869,0.11,-2.8783,-79.0955,2025-04-30
Potato,Common Scab,4204,0.44,-0.1101,-76.9988,2025-03-26
Tomato,Spider Mites,2818,0.94,0.2043,-77.0576,2025-12-08
Potato,Early Blight,1849,0.45,-1.6255,-78.6247,2025-12-23
Potato,Early Blight,967,0.2,-1.6508,-78.0463,2025-08-04
Tomato,Target Spot,4923,0.4,-1.0917,-77.8929,2025-05-31
Potato,Late Blight,3583,0.3,-1.0189,-78.6006,2026-03-23
Potato,Common Scab,627,0.45,-2.913,-79.1341,2026-03-20
Potato,Common Scab,4472,0.87,-1.1375,-79.3776,2025-04-25
Tomato,Spider Mites,4365,0.95,-3.9534,-79.4541,2025-06-15
Potato,Common Scab,3554,0.67,0.0651,-76.8338,2025-05-18
Tomato,Bacterial Spot,839,0.52,-1.7161,-78.6447,2025-09-24
Tomato,Septoria Leaf Spot,2133,0.56,-1.277,-78.6136,2025-04-19
Potato,Early Blight,908,0.43,-1.0266,-79.4082,2025-04-11
Tomato,Septoria Leaf Spot,118,0.4,-2.3037,-78.0295,2025-04-14
Tomato,Late Blight,2459,1.0,-4.1628,-79.2303,2025-04-02
Potato,Common Scab,4517,0.74,0.0927,-76.9512,2025-06-06
Tomato,Late Blight,1667,0.83,-0.9215,-77.7573,2025-10-23
Potato,Black Scurf,3532,0.82,-2.1735,-78.0105,2026-03-16
Tomato,Bacterial Spot,4308,0.69,-0.2689,-78.8768,2025-11-14
Potato,Early Blight,2863,0.98,-0.7965,-77.7795,2025-04-01
Tomato,Spider Mites,2413,0.93,-0.9766,-79.3309,2025-09-24
Potato,Black Scurf,3739,0.48,-1.004,-77.9126,2026-01-02
Tomato,Septoria Leaf Spot,3256,0.43,-0.4821,-78.3287,2025-07-02
Tomato,Septoria Leaf Spot,3107,0.81,-0.3368,-78.5488,2025-09-26
Tomato,Spider Mites,4671,0.49,-2.4259,-78.0704,2026-01-28
Potato,Black Scurf,1617,0.93,-2.1193,-79.8911,2025-08-07
Tomato,Late Blight,2457,0.18,-1.2378,-80.234,2025-10-14
Potato,Late Blight,234,0.69,-2.9412,-78.9392,2025-08-16
Tomato,Leaf Mold,3877,0.28,-0.2554,-78.6245,2025-10-14
Potato,Common Scab,4708,0.62,-2.9503,-78.9217,2025-04-05
Tomato,Septoria Leaf Spot,3567,0.8,-1.1085,-79.2756,2026-02-13
Tomato,Leaf Mold,1193,0.24,-0.2523,-76.9258,2025-06-19
Potato,Late Blight,4021,0.69,-3.9967,-79.0592,2025-10-06
Potato,Black Scurf,3873,0.99,-1.0086,-79.4781,2026-01-27
Tomato,Yellow Leaf Curl Virus,2757,0.6,-0.9614,-78.7927,2026-01-26
Potato,Common Scab,4146,0.31,-1.7427,-78.545,2025-07-07
Potato,Common Scab,2335,0.45,-1.1192,-79.3643,2025-12-27
Tomato,Yellow Leaf Curl Virus,1648,0.69,-0.9124,-80.2551,2025-07-12
Potato,Black Scurf,3919,0.58,-2.1531,-79.6156,2026-03-09
Tomato,Target Spot,940,0.96,-1.0723,-79.3393,2025-08-27
Tomato,Bacterial Spot,2928,0.75,-1.3065,-77.8591,2025-04-20
Tomato,Spider Mites,4993,0.24,-0.8585,-77.6173,2025-12-04
Tomato,Spider Mites,577,0.27,-3.8465,-79.1401,2025-06-11
Potato,Early Blight,3518,0.26,-2.2248,-79.8237,2025-08-23
Tomato,Leaf Mold,1035,0.59,-2.0222,-79.9114,2025-12-12
Tomato,Yellow Leaf Curl Virus,4817,0.62,-1.0032,-79.5921,2025-10-16
Potato,Early Blight,1627,0.54,0.3757,-78.0009,2026-01-09
Tomato,Leaf Mold,414,0.32,-1.4671,-77.9382,2026-01-25
Potato,Late Blight,2374,0.89,0.3966,-78.3118,2026-03-01
Tomato,Spider Mites,2618,0.97,-0.8838,-78.5174,2025-07-27
Tomato,Late Blight,1077,0.53,-0.5345,-76.9521,2026-02-18
Potato,Early Blight,428,0.58,-1.4288,-77.9907,2026-02-04
Tomato,Target Spot,269,0.24,-0.963,-78.5026,2025-05-06
Potato,Late Blight,3523,0.4,-0.3776,-78.6066,2025-04-30
Potato,Late Blight,4540,0.18,-2.4233,-78.0151,2025-06-13
Potato,Black Scurf,3158,0.33,0.2868,-78.1634,2025-12-26
Potato,Black Scurf,4961,0.91,-2.1046,-78.289,2025-07-13
Tomato,Yellow Leaf Curl Virus,3076,0.6,-0.0168,-76.8353,2026-01-22
Potato,Early Blight,201,0.27,-2.0798,-79.6264,2025-09-04
Tomato,Spider Mites,3913,0.51,-2.1372,-80.1441,2025-08-19
Potato,Common Scab,4637,0.53,-1.1487,-78.4345,2025-06-13
Tomato,Late Blight,4289,0.42,-3.9356,-79.3562,2026-03-24
Tomato,Septoria Leaf Spot,1649,0.37,0.4787,-78.1143,2025-05-23
Tomato,Spider Mites,4045,0.56,-1.2923,-78.3523,2025-12-13
Potato,Black Scurf,3211,0.6,-3.9769,-79.2007,2025-09-14
Tomato,Leaf Mold,2634,0.57,-1.3975,-78.6144,2025-11-12
Tomato,Late Blight,3181,0.7,-0.9705,-79.495,2026-01-14
Potato,Early Blight,2673,0.2,-2.1115,-78.0322,2025-05-25
Tomato,Target Spot,524,0.88,-4.0566,-78.9532,2025-09-22
Tomato,Spider Mites,1434,0.54,-1.0874,-77.7809,2025-03-27
Potato,Common Scab,1037,0.98,-2.48,-79.729,2025-08-19
Tomato,Spider Mites,3241,0.3,-1.0818,-80.2613,2025-09-18
Tomato,Bacterial Spot,4689,0.79,-1.2482,-78.1591,2025-06-06
Potato,Common Scab,4510,0.93,-2.9769,-78.8304,2026-02-24
Tomato,Target Spot,3510,0.3,0.0133,-76.937,2025-09-29
Tomato,Target Spot,4932,0.57,-2.0977,-79.8405,2025-05-24
Potato,Common Scab,4464,0.84,-2.8263,-78.8825,2025-08-20
Potato,Early Blight,4454,0.65,-1.1044,-80.5201,2026-01-09
Tomato,Target Spot,4840,0.61,-2.5811,-78.2128,2025-09-10
Tomato,Yellow Leaf Curl Virus,2276,0.62,-1.5438,-78.1525,2025-10-14
Tomato,Yellow Leaf Curl Virus,4438,0.12,0.0302,-76.759,2025-08-27
Potato,Common Scab,1385,0.56,0.1377,-76.977,2025-08-04
Tomato,Leaf Mold,4756,0.31,-1.4688,-78.5924,2025-11-21
Tomato,Bacterial Spot,4408,0.4,0.4052,-77.0339,2025-09-22
Tomato,Spider Mites,333,0.69,0.3663,-78.2334,2025-11-27
Tomato,Leaf Mold,3725,0.59,-0.8606,-79.6342,2025-10-19
Tomato,Late Blight,4828,0.37,-0.9904,-80.2518,2025-08-23
Tomato,Septoria Leaf Spot,4597,0.87,0.1505,-76.8907,2025-05-19
Potato,Early Blight,2379,0.7,0.2854,-78.039,2025-10-29
Tomato,Leaf Mold,3569,0.21,-1.6721,-78.6421,2025-05-09
Potato,Early Blight,304,0.67,-1.0039,-77.8378,2025-10-26
Tomato,Bacterial Spot,1524,0.99,-0.0179,-76.8053,2025-04-24
Potato,Late Blight,4825,0.99,-2.3388,-77.9921,2026-03-12
Potato,Common Scab,1146,0.94,-2.356,-79.8751,2025-08-14
Potato,Early Blight,2205,0.62,-2.0796,-79.7405,2025-07-02
Tomato,Spider Mites,569,0.33,-0.3479,-77.0845,2026-03-13
Potato,Black Scurf,3212,0.48,-0.9668,-77.9659,2025-06-26
Potato,Late Blight,4147,0.22,-0.9518,-78.4915,2025-10-03
Tomato,Target Spot,3063,0.3,-1.3245,-78.7639,2026-02-20
Tomato,Yellow Leaf Curl Virus,3468,1.0,-1.6955,-78.0522,2025-05-06
Tomato,Spider Mites,664,0.63,-1.5629,-78.6551,2026-01-21
Potato,Black Scurf,1124,0.65,-1.5978,-78.0113,2026-03-18
Potato,Black Scurf,4730,0.11,-2.2422,-79.8731,2025-12-15
Tomato,Bacterial Spot,4371,0.71,-1.1095,-78.6219,2025-12-26
Tomato,Septoria Leaf Spot,1063,0.69,-2.2429,-79.6024,2025-08-10
Tomato,Spider Mites,2715,0.75,-4.2253,-79.3167,2025-09-08
Potato,Late Blight,3705,0.63,-0.242,-76.8719,2025-05-27
Tomato,Bacterial Spot,2259,0.71,-1.1086,-77.724,2025-07-29
Potato,Late Blight,683,0.46,-1.0669,-80.2719,2025-11-11
Potato,Black Scurf,102,0.54,0.1019,-76.8996,2025-04-24
Potato,Late Blight,4704,0.94,0.0387,-76.8492,2025-05-22
Tomato,Yellow Leaf Curl Virus,1223,0.5,-2.2865,-79.7642,2025-05-29
Potato,Black Scurf,1837,0.5,0.3755,-78.1987,2025-08-27
Tomato,Spider Mites,4154,0.51,-2.365,-79.7993,2025-10-05
Tomato,Septoria Leaf Spot,284,0.14,-1.0976,-80.5885,2026-01-24
Tomato,Late Blight,967,0.25,-0.2228,-76.8335,2025-11-13
Tomato,Septoria Leaf Spot,2179,0.94,-0.9497,-80.2043,2026-03-23
Tomato,Leaf Mold,161,0.59,-0.9375,-79.5306,2025-12-09
Tomato,Late Blight,4093,0.75,-2.0974,-78.1153,2025-10-16
Tomato,Target Spot,986,0.44,-1.3755,-80.2489,2025-07-15
Tomato,Target Spot,2774,0.72,-0.9059,-80.1658,2025-08-28
Tomato,Bacterial Spot,368,0.65,-0.863,-80.1699,2025-11-03
Potato,Common Scab,1379,0.46,-1.3364,-78.6506,2026-03-16
Potato,Late Blight,1060,0.5,-1.102,-79.5567,2025-10-05
Tomato,Leaf Mold,3104,0.27,0.3947,-78.2037,2025-06-19
Tomato,Yellow Leaf Curl Virus,4588,0.84,-0.9188,-77.8008,2025-09-15
Tomato,Leaf Mold,415,0.89,-2.154,-79.5319,2025-12-01
Tomato,Bacterial Spot,475,0.56,-0.9163,-78.6643,2025-09-30
Tomato,Target Spot,2052,0.71,-0.9453,-78.57,2025-08-06
Tomato,Septoria Leaf Spot,919,0.88,-2.3699,-78.0512,2026-03-03
Tomato,Late Blight,2037,0.14,-0.0688,-78.6838,2025-05-16
Potato,Late Blight,336,0.66,-0.9469,-79.4311,2025-12-14
Tomato,Septoria Leaf Spot,4539,0.81,-1.4517,-77.9845,2026-01-10
Tomato,Leaf Mold,2295,0.94,-1.3302,-78.7766,2025-03-30
Tomato,Spider Mites,4384,0.29,-0.8381,-78.5007,2025-08-05
Tomato,Target Spot,3263,0.85,-0.3687,-76.8651,2025-10-29
Potato,Early Blight,3224,0.53,-0.9943,-79.5228,2025-09-18
Tomato,Leaf Mold,4844,0.53,-2.2433,-78.1286,2026-01-28
Tomato,Bacterial Spot,2602,0.11,-0.8977,-79.1525,2025-11-13
Tomato,Leaf Mold,4036,0.5,-2.7886,-79.2101,2025-06-13
Potato,Early Blight,3257,0.47,-0.9867,-77.7445,2025-08-29
Potato,Black Scurf,2140,0.21,-0.2291,-78.3566,2025-11-29
Potato,Common Scab,1671,0.56,-1.5686,-78.5678,2026-01-04
Tomato,Spider Mites,4385,0.65,-2.3542,-78.0419,2025-09-23
Potato,Early Blight,2791,0.37,-2.2035,-78.1516,2025-06-30
Potato,Early Blight,1382,0.64,-0.9173,-79.5694,2026-01-28
Potato,Black Scurf,677,0.3,-0.5671,-77.0685,2025-09-25
Potato,Common Scab,4078,0.12,-2.0106,-79.9571,2025-06-15
Tomato,Bacterial Spot,926,0.62,-0.2614,-78.5516,2025-06-15
Potato,Common Scab,4535,0.35,-4.1229,-78.9512,2025-05-07
Potato,Late Blight,892,0.27,-1.5133,-78.0463,2025-04-08
Tomato,Target Spot,4126,0.79,-1.0347,-79.4932,2025-07-23
Tomato,Septoria Leaf Spot,597,0.35,-0.6534,-76.934,2026-01-28
Tomato,Late Blight,4991,0.33,-1.4953,-78.5944,2025-06-23
Tomato,Late Blight,272,0.77,-0.8654,-78.6077,2025-09-20
Tomato,Yellow Leaf Curl Virus,2247,0.84,-0.0266,-78.6194,2025-07-04
Potato,Late Blight,2608,0.6,-1.2172,-78.4314,2026-01-20
Potato,Black Scurf,1806,0.8,-2.0393,-79.8924,2025-12-20
Tomato,Spider Mites,4270,0.89,-0.8748,-78.6483,2025-05-05
Tomato,Target Spot,3137,0.38,0.2862,-78.1371,2025-05-11
Potato,Black Scurf,3861,0.63,-0.0783,-78.5108,2025-05-01
Potato,Late Blight,3246,0.52,-1.0887,-80.2894,2025-10-07
Tomato,Bacterial Spot,4209,0.29,0.0134,-77.0931,2025-11-16
Potato,Late Blight,4799,0.51,-1.1608,-77.8133,2025-03-28
Tomato,Leaf Mold,4731,0.56,-1.1174,-78.2968,2025-09-04
Tomato,Yellow Leaf Curl Virus,3258,0.56,-1.5238,-77.6445,2025-09-18
Tomato,Yellow Leaf Curl Virus,3987,0.29,-1.2286,-78.5992,2026-03-22
Potato,Late Blight,3026,0.22,-0.9196,-79.433,2025-11-11
Tomato,Septoria Leaf Spot,4403,0.84,-1.1167,-79.4685,2025-11-11
Tomato,Late Blight,1382,0.81,-2.1862,-78.2059,2025-06-01
Potato,Early Blight,405,0.92,-0.9533,-78.7056,2025-09-21
Tomato,Target Spot,4335,0.92,-1.0012,-79.2688,2025-10-10
Potato,Common Scab,752,0.72,-1.6418,-78.9086,2026-03-09
Tomato,Late Blight,4331,0.68,-2.7751,-79.0247,2025-11-04
Tomato,Leaf Mold,2608,0.97,-4.041,-79.0589,2026-03-18
Tomato,Bacterial Spot,3911,0.61,-0.2252,-76.7246,2025-07-28
Tomato,Late Blight,2380,0.54,-1.1557,-78.7135,2025-09-29
Tomato,Yellow Leaf Curl Virus,3684,0.55,-4.0277,-79.1931,2026-02-04
Tomato,Septoria Leaf Spot,307,0.28,-2.1647,-79.6561,2025-12-17
Tomato,Target Spot,4563,0.73,-2.22,-79.7536,2025-12-21
Potato,Early Blight,3248,0.86,-1.2402,-79.3138,2025-09-02
Tomato,Yellow Leaf Curl Virus,4547,0.88,-0.2736,-76.9571,2025-06-05
Potato,Late Blight,4603,0.78,-0.3084,-76.9108,2025-07-20
Tomato,Bacterial Spot,4617,0.3,-2.3139,-78.0872,2025-10-25
Tomato,Bacterial Spot,2169,0.87,-1.2558,-78.4862,2025-03-28
Tomato,Septoria Leaf Spot,4659,0.13,-3.9235,-79.0379,2025-05-31
Tomato,Leaf Mold,3604,0.5,-0.2252,-78.6117,2025-04-18
Potato,Common Scab,351,0.77,-2.2748,-79.8813,2025-08-17
Potato,Black Scurf,3424,0.61,-0.8476,-79.2976,2025-12-17
Tomato,Target Spot,3764,0.65,-2.8107,-79.0275,2026-03-01
Tomato,Leaf Mold,3888,0.69,-1.286,-78.7947,2025-08-31
Potato,Early Blight,3579,0.18,0.3311,-76.9819,2025-10-09
Tomato,Yellow Leaf Curl Virus,3062,0.14,-1.2221,-78.6716,2026-01-31
Potato,Late Blight,2215,0.66,-1.1359,-77.6502,2025-10-14
Potato,Common Scab,4093,0.45,-2.1769,-79.808,2026-03-24
Potato,Common Scab,2420,0.44,-2.1145,-79.6742,2025-08-01
Potato,Common Scab,2111,0.74,-2.2463,-78.2007,2025-04-22
Tomato,Yellow Leaf Curl Virus,791,0.36,0.0592,-76.7046,2025-03-29
Tomato,Bacterial Spot,4400,0.66,-0.9391,-78.521,2025-08-08
Potato,Black Scurf,4351,0.24,-1.6205,-78.5271,2025-05-09
Potato,Early Blight,1175,0.36,-1.4728,-77.9518,2025-09-04
Tomato,Spider Mites,2351,0.42,-0.3025,-78.7064,2026-03-20
Tomato,Septoria Leaf Spot,146,0.9,-2.1,-78.1275,2026-02-27
Tomato,Spider Mites,235,0.66,-1.9099,-79.7181,2025-10-15
Tomato,Yellow Leaf Curl Virus,4723,0.75,-1.1494,-78.488,2025-08-19
Tomato,Late Blight,3883,0.5,-1.2512,-78.478,2025-09-17
Tomato,Late Blight,3155,0.92,-0.4536,-77.0252,2025-08-17
Potato,Early Blight,2777,0.16,-0.8687,-78.6077,2025-09-21
Tomato,Leaf Mold,3971,0.64,-0.641,-76.9099,2025-11-24
Tomato,Late Blight,2607,0.83,-1.9853,-79.9489,2026-02-04
Potato,Black Scurf,1515,0.14,-1.4495,-78.1299,2026-02-21
Potato,Common Scab,1806,0.39,-1.4873,-77.8815,2026-03-21
Tomato,Target Spot,1432,0.3,-0.2041,-78.4872,2025-05-10
Tomato,Late Blight,1062,0.11,-1.6569,-78.6487,2025-10-02
Tomato,Bacterial Spot,2084,0.56,-4.0951,-79.2577,2025-12-24
Potato,Black Scurf,3857,0.57,-1.0999,-78.7461,2026-02-08
Tomato,Late Blight,4981,0.98,-0.9955,-80.1067,2026-01-27
Tomato,Late Blight,4186,0.86,-0.8007,-78.4601,2026-03-21
Potato,Late Blight,4996,0.17,-0.3276,-78.6396,2025-12-23
Tomato,Yellow Leaf Curl Virus,1449,0.92,-0.8988,-78.8506,2026-03-05
Potato,Black Scurf,604,0.1,-2.3791,-78.0061,2025-05-08
Potato,Early Blight,2917,0.99,-2.4508,-78.1089,2025-12-15
Potato,Black Scurf,4131,0.83,-1.1951,-80.4805,2025-06-02
Potato,Late Blight,4560,0.9,-2.349,-78.0928,2025-08-22
Tomato,Spider Mites,3492,0.42,-0.9973,-77.6664,2025-10-29
Tomato,Spider Mites,1976,0.28,-1.1616,-78.5513,2025-05-15
Potato,Common Scab,3605,0.62,-0.91,-79.4047,2025-12-30
Tomato,Leaf Mold,1728,0.73,-1.0938,-80.3727,2025-06-18
Tomato,Yellow Leaf Curl Virus,3995,0.92,-2.8055,-78.8774,2026-03-16
Potato,Black Scurf,1460,0.38,0.3016,-76.6946,2025-03-31
Potato,Black Scurf,1835,0.19,-1.5043,-78.7281,2025-08-20
Tomato,Spider Mites,361,0.96,-2.2952,-79.9104,2025-11-19
Potato,Black Scurf,2548,0.71,-0.0849,-78.5804,2026-02-13
